,model,score,task,category,question_id
6892,llama-3.2-3b-instruct,0.0,zebra_puzzle,reasoning,d99123f5dae428ffc74487c853ff6a440a5d3f3ffdc47006175db53ff4a5054c
6893,mistral-24b,0.0,zebra_puzzle,reasoning,d99123f5dae428ffc74487c853ff6a440a5d3f3ffdc47006175db53ff4a5054c
6894,mistral-7b,0.0,zebra_puzzle,reasoning,d99123f5dae428ffc74487c853ff6a440a5d3f3ffdc47006175db53ff4a5054c
6895,qwen-2.5-3b-instruct,0.0,zebra_puzzle,reasoning,d99123f5dae428ffc74487c853ff6a440a5d3f3ffdc47006175db53ff4a5054c
6896,qwen-32b,12.5,zebra_puzzle,reasoning,d99123f5dae428ffc74487c853ff6a440a5d3f3ffdc47006175db53ff4a5054c
6897,gemma-3-12b-it,0.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6898,gemma-3-1b-it,0.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6899,gemma-3-4b-it,25.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6900,llama-3.1-70b-instruct,25.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6901,llama-3.1-8b-instruct,0.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6902,llama-3.2-1b-instruct,0.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6903,llama-3.2-3b-instruct,12.5,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6904,mistral-24b,0.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6905,mistral-7b,0.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6906,qwen-2.5-3b-instruct,12.5,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6907,qwen-32b,25.0,zebra_puzzle,reasoning,db55a7cc2ceaa32778ecbb91aecaca4b905b0de218f9a2080a2b3548bbf507b0
6908,gemma-3-12b-it,25.0,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6909,gemma-3-1b-it,0.0,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6910,gemma-3-4b-it,0.0,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6911,llama-3.1-70b-instruct,12.5,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6912,llama-3.1-8b-instruct,0.0,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6913,llama-3.2-1b-instruct,0.0,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6914,llama-3.2-3b-instruct,0.0,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6915,mistral-24b,0.0,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6916,mistral-7b,0.0,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6917,qwen-2.5-3b-instruct,12.5,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6918,qwen-32b,12.5,zebra_puzzle,reasoning,ed015ab9a9b9c84e1b5d45695a46f91880ced969877640ef9eafd4c231a8960a
6919,gemma-3-12b-it,0.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6920,gemma-3-1b-it,0.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6921,gemma-3-4b-it,0.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6922,llama-3.1-70b-instruct,25.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6923,llama-3.1-8b-instruct,0.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6924,llama-3.2-1b-instruct,0.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6925,llama-3.2-3b-instruct,0.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6926,mistral-24b,37.5,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6927,mistral-7b,12.5,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6928,qwen-2.5-3b-instruct,25.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6929,qwen-32b,0.0,zebra_puzzle,reasoning,f2a25baff529a325a0f93fcf29e64033e6948c329881365655b38d8f778cd21f
6930,gemma-3-12b-it,12.5,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6931,gemma-3-1b-it,12.5,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6932,gemma-3-4b-it,0.0,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6933,llama-3.1-70b-instruct,0.0,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6934,llama-3.1-8b-instruct,0.0,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6935,llama-3.2-1b-instruct,0.0,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6936,llama-3.2-3b-instruct,12.5,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6937,mistral-24b,37.5,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6938,mistral-7b,12.5,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6939,qwen-2.5-3b-instruct,25.0,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6940,qwen-32b,25.0,zebra_puzzle,reasoning,f615242a775befba0edf3bed427a71ec3fcf68313cb17992cedcdd58c2f78d37
6941,gemma-3-12b-it,100.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6942,gemma-3-1b-it,0.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6943,gemma-3-4b-it,25.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6944,llama-3.1-70b-instruct,100.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6945,llama-3.1-8b-instruct,0.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6946,llama-3.2-1b-instruct,37.5,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6947,llama-3.2-3b-instruct,25.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6948,mistral-24b,100.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6949,mistral-7b,0.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6950,qwen-2.5-3b-instruct,37.5,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6951,qwen-32b,100.0,zebra_puzzle,reasoning,fe37c4db2b25d85eb28bc39dc6c978c002216c9e26227d7a9389abad0dd230f0
6952,gemma-3-12b-it,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6953,gemma-3-1b-it,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6954,gemma-3-4b-it,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6955,llama-3.1-70b-instruct,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6956,llama-3.1-8b-instruct,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6957,llama-3.2-1b-instruct,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6958,llama-3.2-3b-instruct,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6959,mistral-24b,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6960,mistral-7b,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6961,qwen-2.5-3b-instruct,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6962,qwen-32b,0.0,spatial,reasoning,09719ca5e81c332df5d59ed37737c7351b5d68568933f4e7bbe08f0b22f2d030
6963,gemma-3-12b-it,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6964,gemma-3-1b-it,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6965,gemma-3-4b-it,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6966,llama-3.1-70b-instruct,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6967,llama-3.1-8b-instruct,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6968,llama-3.2-1b-instruct,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6969,llama-3.2-3b-instruct,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6970,mistral-24b,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6971,mistral-7b,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6972,qwen-2.5-3b-instruct,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6973,qwen-32b,0.0,spatial,reasoning,0b02d4ab897f5f7eae1f5715f159ba9309ae8e91ce0403d8df960db77253e36c
6974,gemma-3-12b-it,100.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6975,gemma-3-1b-it,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6976,gemma-3-4b-it,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6977,llama-3.1-70b-instruct,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6978,llama-3.1-8b-instruct,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6979,llama-3.2-1b-instruct,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6980,llama-3.2-3b-instruct,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6981,mistral-24b,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6982,mistral-7b,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6983,qwen-2.5-3b-instruct,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6984,qwen-32b,0.0,spatial,reasoning,115ee3f4cecb92009f145dd6ec96e9d05ce0b255f8a8a4d8bb686253be96aafc
6985,gemma-3-12b-it,100.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6986,gemma-3-1b-it,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6987,gemma-3-4b-it,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6988,llama-3.1-70b-instruct,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6989,llama-3.1-8b-instruct,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6990,llama-3.2-1b-instruct,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6991,llama-3.2-3b-instruct,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6992,mistral-24b,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6993,mistral-7b,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6994,qwen-2.5-3b-instruct,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6995,qwen-32b,0.0,spatial,reasoning,1262fb6265c5ffb34ffe11179c38b9cb0f86e1f2483cd7b8bc9965fb809dfaf6
6996,gemma-3-12b-it,100.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
6997,gemma-3-1b-it,100.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
6998,gemma-3-4b-it,0.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
6999,llama-3.1-70b-instruct,0.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
7000,llama-3.1-8b-instruct,100.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
7001,llama-3.2-1b-instruct,0.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
7002,llama-3.2-3b-instruct,0.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
7003,mistral-24b,100.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
7004,mistral-7b,0.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
7005,qwen-2.5-3b-instruct,0.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
7006,qwen-32b,100.0,spatial,reasoning,15a572d195b127489b50b0a4fc86c36a38fcfe6542ca3e2aa309e46f4d56edb5
7007,gemma-3-12b-it,0.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7008,gemma-3-1b-it,0.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7009,gemma-3-4b-it,0.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7010,llama-3.1-70b-instruct,100.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7011,llama-3.1-8b-instruct,100.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7012,llama-3.2-1b-instruct,100.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7013,llama-3.2-3b-instruct,0.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7014,mistral-24b,0.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7015,mistral-7b,100.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7016,qwen-2.5-3b-instruct,0.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7017,qwen-32b,100.0,spatial,reasoning,1836f6b0486252c504e3eb25ca060651488abc7952bb9cab58f8ce7c4fe2c5a2
7018,gemma-3-12b-it,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7019,gemma-3-1b-it,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7020,gemma-3-4b-it,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7021,llama-3.1-70b-instruct,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7022,llama-3.1-8b-instruct,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7023,llama-3.2-1b-instruct,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7024,llama-3.2-3b-instruct,100.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7025,mistral-24b,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7026,mistral-7b,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7027,qwen-2.5-3b-instruct,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7028,qwen-32b,0.0,spatial,reasoning,1985f3a3dbdf7959e2992119cf87da6bce6322f5fc0cf02575aaed641793b72c
7029,gemma-3-12b-it,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7030,gemma-3-1b-it,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7031,gemma-3-4b-it,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7032,llama-3.1-70b-instruct,100.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7033,llama-3.1-8b-instruct,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7034,llama-3.2-1b-instruct,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7035,llama-3.2-3b-instruct,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7036,mistral-24b,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7037,mistral-7b,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7038,qwen-2.5-3b-instruct,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7039,qwen-32b,0.0,spatial,reasoning,1b317054fbe9c5448203b80b37b98eee6bf845143de64477ba2b8d6172168652
7040,gemma-3-12b-it,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7041,gemma-3-1b-it,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7042,gemma-3-4b-it,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7043,llama-3.1-70b-instruct,100.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7044,llama-3.1-8b-instruct,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7045,llama-3.2-1b-instruct,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7046,llama-3.2-3b-instruct,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7047,mistral-24b,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7048,mistral-7b,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7049,qwen-2.5-3b-instruct,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7050,qwen-32b,0.0,spatial,reasoning,1c6eda54001bf87aa1b9d833e89448168f0c3020a026b618ba346b18afa6ef26
7051,gemma-3-12b-it,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7052,gemma-3-1b-it,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7053,gemma-3-4b-it,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7054,llama-3.1-70b-instruct,100.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7055,llama-3.1-8b-instruct,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7056,llama-3.2-1b-instruct,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7057,llama-3.2-3b-instruct,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7058,mistral-24b,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7059,mistral-7b,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7060,qwen-2.5-3b-instruct,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7061,qwen-32b,0.0,spatial,reasoning,27780ecab68b99ba747722d3e536086049ba4a8fc768b1357c0e20871a92e41c
7062,gemma-3-12b-it,100.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7063,gemma-3-1b-it,0.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7064,gemma-3-4b-it,100.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7065,llama-3.1-70b-instruct,100.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7066,llama-3.1-8b-instruct,100.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7067,llama-3.2-1b-instruct,0.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7068,llama-3.2-3b-instruct,0.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7069,mistral-24b,100.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7070,mistral-7b,100.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7071,qwen-2.5-3b-instruct,0.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7072,qwen-32b,100.0,spatial,reasoning,27eb08badf45383af3d99130de55ffe01e5723504d6d5fca8f9a7f672aad7e82
7073,gemma-3-12b-it,100.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7074,gemma-3-1b-it,0.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7075,gemma-3-4b-it,0.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7076,llama-3.1-70b-instruct,100.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7077,llama-3.1-8b-instruct,0.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7078,llama-3.2-1b-instruct,0.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7079,llama-3.2-3b-instruct,100.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7080,mistral-24b,0.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7081,mistral-7b,0.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7082,qwen-2.5-3b-instruct,100.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7083,qwen-32b,0.0,spatial,reasoning,34efb95856af4045015f9d8f46390d1ca13ae96c4aa4098a62da4b4d4cda2049
7084,gemma-3-12b-it,100.0,spatial,reasoning,36a9c56b72919f6ee03ed6e929a2e9abfb58b0084a8cab91119393f396faa26e
7085,gemma-3-1b-it,0.0,spatial,reasoning,36a9c56b72919f6ee03ed6e929a2e9abfb58b0084a8cab91119393f396faa26e
